"Date","Price","Open","High","Low","Change %"
"Sep 12, 1996","8.3052","8.3052","8.3052","8.3052","-0.00%"
"Sep 11, 1996","8.3053","8.3053","8.3053","8.3053","-0.00%"
"Sep 10, 1996","8.3054","8.3054","8.3054","8.3054","-0.00%"
"Sep 09, 1996","8.3055","8.3055","8.3055","8.3055","-0.00%"
"Sep 06, 1996","8.3057","8.3057","8.3057","8.3057","-0.00%"
"Sep 05, 1996","8.3059","8.3059","8.3059","8.3059","-0.00%"
"Sep 04, 1996","8.3061","8.3061","8.3061","8.3061","0.00%"
"Sep 03, 1996","8.3060","8.3060","8.3060","8.3060","-0.00%"
"Sep 02, 1996","8.3061","8.3061","8.3061","8.3061","-0.00%"
"Aug 30, 1996","8.3063","8.3063","8.3063","8.3063","-0.00%"
"Aug 29, 1996","8.3064","8.3064","8.3064","8.3064","-0.00%"
"Aug 28, 1996","8.3066","8.3066","8.3066","8.3066","-0.00%"
"Aug 27, 1996","8.3069","8.3069","8.3069","8.3069","-0.00%"
"Aug 26, 1996","8.3071","8.3071","8.3071","8.3071","0.00%"
"Aug 23, 1996","8.3071","8.3071","8.3071","8.3071","0.00%"
"Aug 22, 1996","8.3069","8.3069","8.3069","8.3069","-0.00%"
"Aug 21, 1996","8.3071","8.3071","8.3071","8.3071","0.01%"
"Aug 20, 1996","8.3065","8.3065","8.3065","8.3065","-0.00%"
"Aug 19, 1996","8.3066","8.3066","8.3066","8.3066","-0.00%"
"Aug 16, 1996","8.3069","8.3069","8.3069","8.3069","-0.00%"
"Aug 15, 1996","8.3072","8.3072","8.3072","8.3072","-0.00%"
"Aug 14, 1996","8.3074","8.3074","8.3074","8.3074","-0.01%"
"Aug 13, 1996","8.3080","8.3080","8.3080","8.3080","-0.01%"
"Aug 12, 1996","8.3086","8.3086","8.3086","8.3086","-0.00%"
"Aug 09, 1996","8.3090","8.3090","8.3090","8.3090","-0.01%"
"Aug 08, 1996","8.3095","8.3095","8.3095","8.3095","0.00%"
"Aug 07, 1996","8.3095","8.3095","8.3095","8.3095","-0.00%"
"Aug 06, 1996","8.3098","8.3098","8.3098","8.3098","-0.00%"
"Aug 05, 1996","8.3100","8.3100","8.3100","8.3100","-0.00%"
"Aug 02, 1996","8.3104","8.3104","8.3104","8.3104","-0.00%"
"Aug 01, 1996","8.3105","8.3105","8.3105","8.3105","-0.00%"
"Jul 31, 1996","8.3107","8.3107","8.3107","8.3107","-0.00%"
"Jul 30, 1996","8.3109","8.3109","8.3109","8.3109","-0.00%"
"Jul 29, 1996","8.3111","8.3111","8.3111","8.3111","-0.00%"
"Jul 26, 1996","8.3114","8.3114","8.3114","8.3114","-0.02%"
"Jul 25, 1996","8.3127","8.3127","8.3127","8.3127","-0.00%"
"Jul 24, 1996","8.3130","8.3130","8.3130","8.3130","-0.00%"
"Jul 23, 1996","8.3132","8.3132","8.3132","8.3132","-0.01%"
"Jul 22, 1996","8.3140","8.3140","8.3140","8.3140","-0.01%"
"Jul 19, 1996","8.3152","8.3152","8.3152","8.3152","0.01%"
"Jul 18, 1996","8.3147","8.3147","8.3147","8.3147","-0.01%"
"Jul 17, 1996","8.3152","8.3152","8.3152","8.3152","0.00%"
"Jul 16, 1996","8.3151","8.3151","8.3151","8.3151","-0.02%"
"Jul 15, 1996","8.3165","8.3165","8.3165","8.3165","0.01%"
"Jul 12, 1996","8.3159","8.3159","8.3159","8.3159","-0.00%"
"Jul 11, 1996","8.3160","8.3160","8.3160","8.3160","-0.00%"
"Jul 10, 1996","8.3161","8.3161","8.3161","8.3161","-0.01%"
"Jul 09, 1996","8.3172","8.3172","8.3172","8.3172","-0.02%"
"Jul 08, 1996","8.3187","8.3187","8.3187","8.3187","-0.02%"
"Jul 05, 1996","8.3200","8.3200","8.3200","8.3200","-0.00%"
"Jul 04, 1996","8.3202","8.3202","8.3202","8.3202","0.00%"
"Jul 03, 1996","8.3201","8.3201","8.3201","8.3201","-0.01%"
"Jul 02, 1996","8.3211","8.3211","8.3211","8.3211","-0.01%"
"Jul 01, 1996","8.3217","8.3217","8.3217","8.3217","-0.00%"
"Jun 28, 1996","8.3221","8.3221","8.3221","8.3221","0.01%"
"Jun 27, 1996","8.3210","8.3210","8.3210","8.3210","0.00%"
"Jun 26, 1996","8.3206","8.3206","8.3206","8.3206","0.00%"
"Jun 25, 1996","8.3206","8.3206","8.3206","8.3206","0.01%"
"Jun 24, 1996","8.3201","8.3201","8.3201","8.3201","-0.00%"
"Jun 21, 1996","8.3203","8.3203","8.3203","8.3203","-0.01%"
"Jun 20, 1996","8.3212","8.3212","8.3212","8.3212","-0.01%"
"Jun 19, 1996","8.3218","8.3218","8.3218","8.3218","-0.01%"
"Jun 18, 1996","8.3224","8.3224","8.3224","8.3224","0.00%"
"Jun 17, 1996","8.3222","8.3222","8.3222","8.3222","0.01%"
"Jun 14, 1996","8.3217","8.3217","8.3217","8.3217","-0.00%"
"Jun 13, 1996","8.3221","8.3221","8.3221","8.3221","-0.01%"
"Jun 12, 1996","8.3229","8.3229","8.3229","8.3229","-0.01%"
"Jun 11, 1996","8.3235","8.3235","8.3235","8.3235","0.00%"
"Jun 10, 1996","8.3234","8.3234","8.3234","8.3234","-0.00%"
"Jun 07, 1996","8.3237","8.3237","8.3237","8.3237","0.00%"
"Jun 06, 1996","8.3234","8.3234","8.3234","8.3234","-0.01%"
"Jun 05, 1996","8.3239","8.3239","8.3239","8.3239","-0.01%"
"Jun 04, 1996","8.3249","8.3249","8.3249","8.3249","-0.01%"
"Jun 03, 1996","8.3254","8.3254","8.3254","8.3254","-0.00%"
"May 31, 1996","8.3255","8.3255","8.3255","8.3255","-0.01%"
"May 30, 1996","8.3263","8.3263","8.3263","8.3263","0.00%"
"May 29, 1996","8.3262","8.3262","8.3262","8.3262","0.02%"
"May 28, 1996","8.3248","8.3248","8.3248","8.3248","-0.01%"
"May 27, 1996","8.3257","8.3257","8.3257","8.3257","-0.01%"
"May 24, 1996","8.3267","8.3267","8.3267","8.3267","0.00%"
"May 23, 1996","8.3267","8.3267","8.3267","8.3267","-0.01%"
"May 22, 1996","8.3272","8.3272","8.3272","8.3272","-0.00%"
"May 21, 1996","8.3273","8.3273","8.3273","8.3273","-0.01%"
"May 20, 1996","8.3284","8.3284","8.3284","8.3284","-0.01%"
"May 17, 1996","8.3293","8.3293","8.3293","8.3293","-0.01%"
"May 16, 1996","8.3300","8.3300","8.3300","8.3300","-0.00%"
"May 15, 1996","8.3301","8.3301","8.3301","8.3301","0.00%"
"May 14, 1996","8.3300","8.3300","8.3300","8.3300","-0.00%"
"May 13, 1996","8.3302","8.3302","8.3302","8.3302","0.00%"
"May 10, 1996","8.3302","8.3302","8.3302","8.3302","0.00%"
"May 09, 1996","8.3301","8.3301","8.3301","8.3301","0.00%"
"May 08, 1996","8.3300","8.3300","8.3300","8.3300","0.00%"
"May 07, 1996","8.3300","8.3300","8.3300","8.3300","0.00%"
"May 06, 1996","8.3300","8.3300","8.3300","8.3300","0.00%"
"May 03, 1996","8.3300","8.3300","8.3300","8.3300","-0.00%"
"May 02, 1996","8.3301","8.3301","8.3301","8.3301","0.00%"
"May 01, 1996","8.3301","8.3301","8.3301","8.3301","0.00%"
"Apr 30, 1996","8.3301","8.3301","8.3301","8.3301","-0.01%"
"Apr 29, 1996","8.3306","8.3306","8.3306","8.3306","0.01%"
"Apr 26, 1996","8.3300","8.3300","8.3300","8.3300","-0.00%"
"Apr 25, 1996","8.3301","8.3301","8.3301","8.3301","0.00%"
"Apr 24, 1996","8.3301","8.3301","8.3301","8.3301","-0.00%"
"Apr 23, 1996","8.3302","8.3302","8.3302","8.3302","0.00%"
"Apr 22, 1996","8.3300","8.3300","8.3300","8.3300","-0.01%"
"Apr 19, 1996","8.3306","8.3306","8.3306","8.3306","-0.00%"
"Apr 18, 1996","8.3309","8.3309","8.3309","8.3309","-0.00%"
"Apr 17, 1996","8.3312","8.3312","8.3312","8.3312","-0.01%"
"Apr 16, 1996","8.3317","8.3317","8.3317","8.3317","-0.00%"
"Apr 15, 1996","8.3321","8.3321","8.3321","8.3321","-0.00%"
"Apr 12, 1996","8.3322","8.3322","8.3322","8.3322","-0.00%"
"Apr 11, 1996","8.3324","8.3324","8.3324","8.3324","0.01%"
"Apr 10, 1996","8.3318","8.3318","8.3318","8.3318","0.00%"
"Apr 09, 1996","8.3315","8.3315","8.3315","8.3315","0.00%"
"Apr 08, 1996","8.3312","8.3312","8.3312","8.3312","0.00%"
"Apr 05, 1996","8.3311","8.3311","8.3311","8.3311","-0.02%"
"Apr 04, 1996","8.3325","8.3325","8.3325","8.3325","-0.02%"
"Apr 03, 1996","8.3338","8.3338","8.3338","8.3338","-0.00%"
"Apr 02, 1996","8.3339","8.3339","8.3339","8.3339","0.00%"
"Apr 01, 1996","8.3339","8.3339","8.3339","8.3339","0.00%"
"Mar 29, 1996","8.3338","8.3338","8.3338","8.3338","-0.02%"
"Mar 28, 1996","8.3355","8.3355","8.3355","8.3355","0.03%"
"Mar 27, 1996","8.3333","8.3333","8.3333","8.3333","-0.01%"
"Mar 26, 1996","8.3342","8.3342","8.3342","8.3342","-0.01%"
"Mar 25, 1996","8.3349","8.3349","8.3349","8.3349","0.02%"
"Mar 22, 1996","8.3333","8.3333","8.3333","8.3333","0.02%"
"Mar 21, 1996","8.3318","8.3318","8.3318","8.3318","-0.00%"
"Mar 20, 1996","8.3320","8.3320","8.3320","8.3320","-0.01%"
"Mar 19, 1996","8.3330","8.3330","8.3330","8.3330","0.00%"
"Mar 18, 1996","8.3327","8.3327","8.3327","8.3327","0.01%"
"Mar 15, 1996","8.3317","8.3317","8.3317","8.3317","-0.02%"
"Mar 14, 1996","8.3333","8.3333","8.3333","8.3333","-0.02%"
"Mar 13, 1996","8.3348","8.3348","8.3348","8.3348","0.06%"
"Mar 12, 1996","8.3299","8.3299","8.3299","8.3299","0.04%"
"Mar 11, 1996","8.3263","8.3263","8.3263","8.3263","0.03%"
"Mar 08, 1996","8.3239","8.3239","8.3239","8.3239","0.01%"
"Mar 07, 1996","8.3229","8.3229","8.3229","8.3229","0.01%"
"Mar 06, 1996","8.3223","8.3223","8.3223","8.3223","0.02%"
"Mar 05, 1996","8.3210","8.3210","8.3210","8.3210","0.00%"
"Mar 04, 1996","8.3208","8.3208","8.3208","8.3208","-0.00%"
"Mar 01, 1996","8.3211","8.3211","8.3211","8.3211","0.00%"
"Feb 29, 1996","8.3211","8.3211","8.3211","8.3211","0.00%"
"Feb 28, 1996","8.3207","8.3207","8.3207","8.3207","0.01%"
"Feb 27, 1996","8.3196","8.3196","8.3196","8.3196","0.03%"
"Feb 26, 1996","8.3169","8.3169","8.3169","8.3169","0.02%"
"Feb 23, 1996","8.3152","8.3152","8.3152","8.3152","0.00%"
"Feb 22, 1996","8.3152","8.3152","8.3152","8.3152","0.00%"
"Feb 21, 1996","8.3152","8.3152","8.3152","8.3152","0.00%"
"Feb 20, 1996","8.3152","8.3152","8.3152","8.3152","0.00%"
"Feb 19, 1996","8.3152","8.3152","8.3152","8.3152","0.02%"
"Feb 16, 1996","8.3136","8.3136","8.3136","8.3136","0.03%"
"Feb 15, 1996","8.3112","8.3112","8.3112","8.3112","0.01%"
"Feb 14, 1996","8.3100","8.3100","8.3100","8.3100","-0.00%"
"Feb 13, 1996","8.3104","8.3104","8.3104","8.3104","0.01%"
"Feb 12, 1996","8.3092","8.3092","8.3092","8.3092","-0.00%"
"Feb 09, 1996","8.3094","8.3094","8.3094","8.3094","-0.01%"
"Feb 08, 1996","8.3100","8.3100","8.3100","8.3100","-0.01%"
"Feb 07, 1996","8.3111","8.3111","8.3111","8.3111","-0.01%"
"Feb 06, 1996","8.3120","8.3120","8.3120","8.3120","-0.01%"
"Feb 05, 1996","8.3131","8.3131","8.3131","8.3131","0.00%"
"Feb 02, 1996","8.3127","8.3127","8.3127","8.3127","-0.01%"
"Feb 01, 1996","8.3132","8.3132","8.3132","8.3132","-0.01%"
"Jan 31, 1996","8.3138","8.3138","8.3138","8.3138","-0.01%"
"Jan 30, 1996","8.3147","8.3147","8.3147","8.3147","-0.00%"
"Jan 29, 1996","8.3150","8.3150","8.3150","8.3150","-0.01%"
"Jan 26, 1996","8.3157","8.3157","8.3157","8.3157","-0.01%"
"Jan 25, 1996","8.3167","8.3167","8.3167","8.3167","0.00%"
"Jan 24, 1996","8.3163","8.3163","8.3163","8.3163","-0.01%"
"Jan 23, 1996","8.3170","8.3170","8.3170","8.3170","-0.00%"
"Jan 22, 1996","8.3174","8.3174","8.3174","8.3174","-0.00%"
"Jan 19, 1996","8.3178","8.3178","8.3178","8.3178","-0.02%"
"Jan 18, 1996","8.3191","8.3191","8.3191","8.3191","-0.01%"
"Jan 17, 1996","8.3202","8.3202","8.3202","8.3202","-0.00%"
"Jan 16, 1996","8.3204","8.3204","8.3204","8.3204","-0.00%"
"Jan 15, 1996","8.3206","8.3206","8.3206","8.3206","0.00%"
"Jan 12, 1996","8.3204","8.3204","8.3204","8.3204","0.00%"
"Jan 11, 1996","8.3204","8.3204","8.3204","8.3204","-0.00%"
"Jan 10, 1996","8.3208","8.3208","8.3208","8.3208","-0.01%"
"Jan 09, 1996","8.3214","8.3214","8.3214","8.3214","-0.00%"
"Jan 08, 1996","8.3215","8.3215","8.3215","8.3215","0.01%"
"Jan 05, 1996","8.3204","8.3204","8.3204","8.3204","0.00%"
"Jan 04, 1996","8.3203","8.3203","8.3203","8.3203","0.01%"
"Jan 03, 1996","8.3191","8.3191","8.3191","8.3191","0.01%"
"Jan 02, 1996","8.3180","8.3180","8.3180","8.3180","0.01%"
"Dec 29, 1995","8.3174","8.3174","8.3174","8.3174","-0.01%"
"Dec 28, 1995","8.3179","8.3179","8.3179","8.3179","0.00%"
"Dec 27, 1995","8.3179","8.3179","8.3179","8.3179","0.00%"
"Dec 26, 1995","8.3179","8.3179","8.3179","8.3179","-0.00%"
"Dec 25, 1995","8.3180","8.3180","8.3180","8.3180","0.01%"
"Dec 22, 1995","8.3174","8.3174","8.3174","8.3174","0.00%"
"Dec 21, 1995","8.3173","8.3173","8.3173","8.3173","-0.00%"
"Dec 20, 1995","8.3174","8.3174","8.3174","8.3174","-0.00%"
"Dec 19, 1995","8.3176","8.3176","8.3176","8.3176","-0.00%"
"Dec 18, 1995","8.3180","8.3180","8.3180","8.3180","0.01%"
"Dec 15, 1995","8.3171","8.3171","8.3171","8.3171","0.02%"
"Dec 14, 1995","8.3154","8.3154","8.3154","8.3154","0.01%"
"Dec 13, 1995","8.3146","8.3146","8.3146","8.3146","-0.00%"
"Dec 12, 1995","8.3148","8.3148","8.3148","8.3148","0.00%"
"Dec 11, 1995","8.3147","8.3147","8.3147","8.3147","0.01%"
"Dec 08, 1995","8.3138","8.3138","8.3138","8.3138","0.00%"
"Dec 07, 1995","8.3135","8.3135","8.3135","8.3135","0.00%"
"Dec 06, 1995","8.3133","8.3133","8.3133","8.3133","0.00%"
"Dec 05, 1995","8.3132","8.3132","8.3132","8.3132","0.00%"
"Dec 04, 1995","8.3131","8.3131","8.3131","8.3131","0.00%"
"Dec 01, 1995","8.3127","8.3127","8.3127","8.3127","0.01%"
"Nov 30, 1995","8.3116","8.3116","8.3116","8.3116","0.00%"
"Nov 29, 1995","8.3116","8.3116","8.3116","8.3116","0.00%"
"Nov 28, 1995","8.3116","8.3116","8.3116","8.3116","0.00%"
"Nov 27, 1995","8.3114","8.3114","8.3114","8.3114","-0.01%"
"Nov 24, 1995","8.3122","8.3122","8.3122","8.3122","-0.00%"
"Nov 23, 1995","8.3126","8.3126","8.3126","8.3126","-0.00%"
"Nov 22, 1995","8.3128","8.3128","8.3128","8.3128","-0.00%"
"Nov 21, 1995","8.3129","8.3129","8.3129","8.3129","-0.00%"
"Nov 20, 1995","8.3130","8.3130","8.3130","8.3130","-0.00%"
"Nov 17, 1995","8.3132","8.3132","8.3132","8.3132","-0.00%"
"Nov 16, 1995","8.3135","8.3135","8.3135","8.3135","0.00%"
"Nov 15, 1995","8.3131","8.3131","8.3131","8.3131","-0.01%"
"Nov 14, 1995","8.3136","8.3136","8.3136","8.3136","-0.00%"
"Nov 13, 1995","8.3139","8.3139","8.3139","8.3139","-0.00%"
"Nov 10, 1995","8.3140","8.3140","8.3140","8.3140","-0.01%"
"Nov 09, 1995","8.3146","8.3146","8.3146","8.3146","-0.00%"
"Nov 08, 1995","8.3148","8.3148","8.3148","8.3148","-0.00%"
"Nov 07, 1995","8.3149","8.3149","8.3149","8.3149","0.00%"
"Nov 06, 1995","8.3147","8.3147","8.3147","8.3147","0.00%"
"Nov 03, 1995","8.3147","8.3147","8.3147","8.3147","-0.00%"
"Nov 02, 1995","8.3148","8.3148","8.3148","8.3148","0.00%"
"Nov 01, 1995","8.3146","8.3146","8.3146","8.3146","-0.00%"
"Oct 31, 1995","8.3149","8.3149","8.3149","8.3149","0.00%"
"Oct 30, 1995","8.3149","8.3149","8.3149","8.3149","0.01%"
"Oct 27, 1995","8.3144","8.3144","8.3144","8.3144","0.00%"
"Oct 26, 1995","8.3143","8.3143","8.3143","8.3143","0.01%"
"Oct 25, 1995","8.3137","8.3137","8.3137","8.3137","0.00%"
"Oct 24, 1995","8.3136","8.3136","8.3136","8.3136","-0.00%"
"Oct 23, 1995","8.3139","8.3139","8.3139","8.3139","-0.01%"
"Oct 20, 1995","8.3144","8.3144","8.3144","8.3144","0.00%"
"Oct 19, 1995","8.3142","8.3142","8.3142","8.3142","0.00%"
"Oct 18, 1995","8.3141","8.3141","8.3141","8.3141","-0.01%"
"Oct 17, 1995","8.3148","8.3148","8.3148","8.3148","0.00%"
"Oct 16, 1995","8.3148","8.3148","8.3148","8.3148","0.01%"
"Oct 13, 1995","8.3142","8.3142","8.3142","8.3142","-0.00%"
"Oct 12, 1995","8.3144","8.3144","8.3144","8.3144","-0.01%"
"Oct 11, 1995","8.3150","8.3150","8.3150","8.3150","-0.01%"
"Oct 10, 1995","8.3158","8.3158","8.3158","8.3158","-0.01%"
"Oct 09, 1995","8.3167","8.3167","8.3167","8.3167","-0.01%"
"Oct 06, 1995","8.3174","8.3174","8.3174","8.3174","-0.01%"
"Oct 05, 1995","8.3180","8.3180","8.3180","8.3180","-0.01%"
"Oct 04, 1995","8.3185","8.3185","8.3185","8.3185","0.00%"
"Oct 03, 1995","8.3185","8.3185","8.3185","8.3185","0.00%"
"Oct 02, 1995","8.3185","8.3185","8.3185","8.3185","0.00%"
"Sep 29, 1995","8.3185","8.3185","8.3185","8.3185","-0.00%"
"Sep 28, 1995","8.3189","8.3189","8.3189","8.3189","-0.00%"
"Sep 27, 1995","8.3190","8.3190","8.3190","8.3190","-0.00%"
"Sep 26, 1995","8.3192","8.3192","8.3192","8.3192","-0.00%"
"Sep 25, 1995","8.3194","8.3194","8.3194","8.3194","0.00%"
"Sep 22, 1995","8.3194","8.3194","8.3194","8.3194","0.00%"
"Sep 21, 1995","8.3194","8.3194","8.3194","8.3194","-0.00%"
"Sep 20, 1995","8.3198","8.3198","8.3198","8.3198","0.01%"
"Sep 19, 1995","8.3192","8.3192","8.3192","8.3192","-0.01%"
"Sep 18, 1995","8.3197","8.3197","8.3197","8.3197","0.00%"
"Sep 15, 1995","8.3194","8.3194","8.3194","8.3194","0.00%"
"Sep 14, 1995","8.3190","8.3190","8.3190","8.3190","0.01%"
"Sep 13, 1995","8.3184","8.3184","8.3184","8.3184","0.00%"
"Sep 12, 1995","8.3180","8.3180","8.3180","8.3180","0.00%"
"Sep 11, 1995","8.3177","8.3177","8.3177","8.3177","0.01%"
"Sep 08, 1995","8.3171","8.3171","8.3171","8.3171","-0.00%"
"Sep 07, 1995","8.3175","8.3175","8.3175","8.3175","-0.00%"
"Sep 06, 1995","8.3178","8.3178","8.3178","8.3178","-0.00%"
"Sep 05, 1995","8.3181","8.3181","8.3181","8.3181","-0.01%"
"Sep 04, 1995","8.3186","8.3186","8.3186","8.3186","-0.01%"
"Sep 01, 1995","8.3192","8.3192","8.3192","8.3192","-0.01%"
"Aug 31, 1995","8.3198","8.3198","8.3198","8.3198","0.01%"
"Aug 30, 1995","8.3193","8.3193","8.3193","8.3193","0.01%"
"Aug 29, 1995","8.3182","8.3182","8.3182","8.3182","0.02%"
"Aug 28, 1995","8.3165","8.3165","8.3165","8.3165","0.01%"
"Aug 25, 1995","8.3153","8.3153","8.3153","8.3153","0.01%"
"Aug 24, 1995","8.3148","8.3148","8.3148","8.3148","0.02%"
"Aug 23, 1995","8.3133","8.3133","8.3133","8.3133","0.01%"
"Aug 22, 1995","8.3125","8.3125","8.3125","8.3125","0.00%"
"Aug 21, 1995","8.3122","8.3122","8.3122","8.3122","0.01%"
"Aug 18, 1995","8.3117","8.3117","8.3117","8.3117","0.01%"
"Aug 17, 1995","8.3106","8.3106","8.3106","8.3106","0.01%"
"Aug 16, 1995","8.3094","8.3094","8.3094","8.3094","0.04%"
"Aug 15, 1995","8.3057","8.3057","8.3057","8.3057","0.02%"
"Aug 14, 1995","8.3038","8.3038","8.3038","8.3038","0.02%"
"Aug 11, 1995","8.3025","8.3025","8.3025","8.3025","0.00%"
"Aug 10, 1995","8.3023","8.3023","8.3023","8.3023","0.01%"
"Aug 09, 1995","8.3016","8.3016","8.3016","8.3016","0.00%"
"Aug 08, 1995","8.3014","8.3014","8.3014","8.3014","0.02%"
"Aug 07, 1995","8.3000","8.3000","8.3000","8.3000","-0.00%"
"Aug 04, 1995","8.3002","8.3002","8.3002","8.3002","0.00%"
"Aug 03, 1995","8.3002","8.3002","8.3002","8.3002","0.00%"
"Aug 02, 1995","8.3002","8.3002","8.3002","8.3002","0.00%"
"Aug 01, 1995","8.3000","8.3000","8.3000","8.3000","-0.00%"
"Jul 31, 1995","8.3003","8.3003","8.3003","8.3003","0.00%"
"Jul 28, 1995","8.3003","8.3003","8.3003","8.3003","0.00%"
"Jul 27, 1995","8.3002","8.3002","8.3002","8.3002","0.00%"
"Jul 26, 1995","8.3002","8.3002","8.3002","8.3002","-0.00%"
"Jul 25, 1995","8.3003","8.3003","8.3003","8.3003","-0.00%"
"Jul 24, 1995","8.3004","8.3004","8.3004","8.3004","0.00%"
"Jul 21, 1995","8.3002","8.3002","8.3002","8.3002","-0.00%"
"Jul 20, 1995","8.3004","8.3004","8.3004","8.3004","-0.01%"
"Jul 19, 1995","8.3011","8.3011","8.3011","8.3011","-0.00%"
"Jul 18, 1995","8.3013","8.3013","8.3013","8.3013","0.00%"
"Jul 17, 1995","8.3009","8.3009","8.3009","8.3009","-0.00%"
"Jul 14, 1995","8.3011","8.3011","8.3011","8.3011","-0.00%"
"Jul 13, 1995","8.3014","8.3014","8.3014","8.3014","-0.00%"
"Jul 12, 1995","8.3017","8.3017","8.3017","8.3017","-0.00%"
"Jul 11, 1995","8.3020","8.3020","8.3020","8.3020","-0.00%"
"Jul 10, 1995","8.3023","8.3023","8.3023","8.3023","0.03%"
"Jul 07, 1995","8.3000","8.3000","8.3000","8.3000","0.00%"
"Jul 06, 1995","8.3000","8.3000","8.3000","8.3000","-0.00%"
"Jul 05, 1995","8.3001","8.3001","8.3001","8.3001","-0.00%"
"Jul 04, 1995","8.3005","8.3005","8.3005","8.3005","-0.00%"
"Jul 03, 1995","8.3007","8.3007","8.3007","8.3007","-0.00%"
"Jun 30, 1995","8.3011","8.3011","8.3011","8.3011","0.00%"
"Jun 29, 1995","8.3011","8.3011","8.3011","8.3011","0.00%"
"Jun 28, 1995","8.3007","8.3007","8.3007","8.3007","0.00%"
"Jun 27, 1995","8.3007","8.3007","8.3007","8.3007","-0.01%"
"Jun 26, 1995","8.3013","8.3013","8.3013","8.3013","-0.00%"
"Jun 23, 1995","8.3015","8.3015","8.3015","8.3015","-0.00%"
"Jun 22, 1995","8.3018","8.3018","8.3018","8.3018","0.01%"
"Jun 21, 1995","8.3009","8.3009","8.3009","8.3009","0.01%"
"Jun 20, 1995","8.3000","8.3000","8.3000","8.3000","-0.00%"
"Jun 19, 1995","8.3002","8.3002","8.3002","8.3002","-0.00%"
"Jun 16, 1995","8.3004","8.3004","8.3004","8.3004","-0.02%"
"Jun 15, 1995","8.3019","8.3019","8.3019","8.3019","0.02%"
"Jun 14, 1995","8.3000","8.3000","8.3000","8.3000","-0.00%"
"Jun 13, 1995","8.3003","8.3003","8.3003","8.3003","-0.01%"
"Jun 12, 1995","8.3008","8.3008","8.3008","8.3008","0.01%"
"Jun 09, 1995","8.3000","8.3000","8.3000","8.3000","0.04%"
"Jun 08, 1995","8.2966","8.2966","8.2966","8.2966","-0.02%"
"Jun 07, 1995","8.2983","8.2983","8.2983","8.2983","-0.03%"
"Jun 06, 1995","8.3004","8.3004","8.3004","8.3004","0.01%"
"Jun 05, 1995","8.2998","8.2998","8.2998","8.2998","-0.02%"
"Jun 02, 1995","8.3018","8.3018","8.3018","8.3018","-0.02%"
"Jun 01, 1995","8.3036","8.3036","8.3036","8.3036","-0.02%"
"May 31, 1995","8.3055","8.3055","8.3055","8.3055","-0.03%"
"May 30, 1995","8.3077","8.3077","8.3077","8.3077","-0.01%"
"May 29, 1995","8.3086","8.3086","8.3086","8.3086","0.03%"
"May 26, 1995","8.3063","8.3063","8.3063","8.3063","0.03%"
"May 25, 1995","8.3041","8.3041","8.3041","8.3041","0.02%"
"May 24, 1995","8.3022","8.3022","8.3022","8.3022","0.04%"
"May 23, 1995","8.2988","8.2988","8.2988","8.2988","0.03%"
"May 22, 1995","8.2959","8.2959","8.2959","8.2959","0.03%"
"May 19, 1995","8.2932","8.2932","8.2932","8.2932","0.03%"
"May 18, 1995","8.2907","8.2907","8.2907","8.2907","0.05%"
"May 17, 1995","8.2863","8.2863","8.2863","8.2863","0.10%"
"May 16, 1995","8.2782","8.2782","8.2782","8.2782","0.08%"
"May 15, 1995","8.2716","8.2716","8.2716","8.2716","-0.14%"
"May 12, 1995","8.2828","8.2828","8.2828","8.2828","-0.15%"
"May 11, 1995","8.2950","8.2950","8.2950","8.2950","-0.12%"
"May 10, 1995","8.3053","8.3053","8.3053","8.3053","-0.23%"
"May 09, 1995","8.3247","8.3247","8.3247","8.3247","-0.12%"
"May 08, 1995","8.3347","8.3347","8.3347","8.3347","-0.11%"
"May 05, 1995","8.3442","8.3442","8.3442","8.3442","-0.25%"
"May 04, 1995","8.3648","8.3648","8.3648","8.3648","-0.17%"
"May 03, 1995","8.3794","8.3794","8.3794","8.3794","-0.19%"
"May 02, 1995","8.3952","8.3952","8.3952","8.3952","-0.15%"
"May 01, 1995","8.4074","8.4074","8.4074","8.4074","0.00%"
"Apr 28, 1995","8.4074","8.4074","8.4074","8.4074","-0.03%"
"Apr 27, 1995","8.4102","8.4102","8.4102","8.4102","-0.04%"
"Apr 26, 1995","8.4138","8.4138","8.4138","8.4138","-0.08%"
"Apr 25, 1995","8.4205","8.4205","8.4205","8.4205","-0.03%"
"Apr 24, 1995","8.4227","8.4227","8.4227","8.4227","-0.00%"
"Apr 21, 1995","8.4230","8.4230","8.4230","8.4230","-0.00%"
"Apr 20, 1995","8.4232","8.4232","8.4232","8.4232","-0.00%"
"Apr 19, 1995","8.4234","8.4234","8.4234","8.4234","-0.00%"
"Apr 18, 1995","8.4236","8.4236","8.4236","8.4236","-0.00%"
"Apr 17, 1995","8.4238","8.4238","8.4238","8.4238","-0.00%"
"Apr 14, 1995","8.4241","8.4241","8.4241","8.4241","-0.00%"
"Apr 13, 1995","8.4242","8.4242","8.4242","8.4242","-0.00%"
"Apr 12, 1995","8.4246","8.4246","8.4246","8.4246","-0.00%"
"Apr 11, 1995","8.4250","8.4250","8.4250","8.4250","-0.00%"
"Apr 10, 1995","8.4252","8.4252","8.4252","8.4252","0.00%"
"Apr 07, 1995","8.4251","8.4251","8.4251","8.4251","-0.00%"
