"Date","Price","Open","High","Low","Change %"
"Mar 08, 2000","8.2786","8.2786","8.2786","8.2786","0.00%"
"Mar 07, 2000","8.2784","8.2784","8.2784","8.2784","-0.00%"
"Mar 06, 2000","8.2785","8.2785","8.2785","8.2785","-0.00%"
"Mar 03, 2000","8.2789","8.2789","8.2789","8.2789","0.00%"
"Mar 02, 2000","8.2787","8.2787","8.2787","8.2787","0.00%"
"Mar 01, 2000","8.2786","8.2786","8.2786","8.2786","0.00%"
"Feb 29, 2000","8.2786","8.2786","8.2786","8.2786","0.00%"
"Feb 28, 2000","8.2786","8.2786","8.2786","8.2786","0.00%"
"Feb 25, 2000","8.2786","8.2786","8.2786","8.2786","0.01%"
"Feb 24, 2000","8.2780","8.2780","8.2780","8.2780","0.00%"
"Feb 23, 2000","8.2780","8.2780","8.2780","8.2780","0.01%"
"Feb 22, 2000","8.2773","8.2773","8.2773","8.2773","-0.00%"
"Feb 21, 2000","8.2775","8.2775","8.2775","8.2775","0.00%"
"Feb 18, 2000","8.2772","8.2772","8.2772","8.2772","0.00%"
"Feb 17, 2000","8.2772","8.2772","8.2772","8.2772","-0.01%"
"Feb 16, 2000","8.2777","8.2777","8.2777","8.2777","0.00%"
"Feb 15, 2000","8.2777","8.2777","8.2777","8.2777","-0.00%"
"Feb 14, 2000","8.2779","8.2779","8.2779","8.2779","-0.01%"
"Feb 11, 2000","8.2788","8.2788","8.2788","8.2788","0.00%"
"Feb 10, 2000","8.2788","8.2788","8.2788","8.2788","0.00%"
"Feb 09, 2000","8.2788","8.2788","8.2788","8.2788","0.00%"
"Feb 08, 2000","8.2788","8.2788","8.2788","8.2788","0.00%"
"Feb 07, 2000","8.2788","8.2788","8.2788","8.2788","0.00%"
"Feb 04, 2000","8.2788","8.2788","8.2788","8.2788","0.01%"
"Feb 03, 2000","8.2781","8.2781","8.2781","8.2781","0.01%"
"Feb 02, 2000","8.2773","8.2773","8.2773","8.2773","-0.00%"
"Feb 01, 2000","8.2774","8.2774","8.2774","8.2774","-0.00%"
"Jan 31, 2000","8.2777","8.2777","8.2777","8.2777","-0.00%"
"Jan 28, 2000","8.2781","8.2781","8.2781","8.2781","-0.00%"
"Jan 27, 2000","8.2783","8.2783","8.2783","8.2783","0.00%"
"Jan 26, 2000","8.2782","8.2782","8.2782","8.2782","-0.00%"
"Jan 25, 2000","8.2786","8.2786","8.2786","8.2786","-0.00%"
"Jan 24, 2000","8.2789","8.2789","8.2789","8.2789","-0.01%"
"Jan 21, 2000","8.2795","8.2795","8.2795","8.2795","0.00%"
"Jan 20, 2000","8.2794","8.2794","8.2794","8.2794","-0.00%"
"Jan 19, 2000","8.2797","8.2797","8.2797","8.2797","0.00%"
"Jan 18, 2000","8.2793","8.2793","8.2793","8.2793","0.00%"
"Jan 17, 2000","8.2793","8.2793","8.2793","8.2793","-0.00%"
"Jan 14, 2000","8.2797","8.2797","8.2797","8.2797","-0.00%"
"Jan 13, 2000","8.2798","8.2798","8.2798","8.2798","0.00%"
"Jan 12, 2000","8.2796","8.2796","8.2796","8.2796","0.00%"
"Jan 11, 2000","8.2795","8.2795","8.2795","8.2795","0.00%"
"Jan 10, 2000","8.2794","8.2794","8.2794","8.2794","0.00%"
"Jan 07, 2000","8.2794","8.2794","8.2794","8.2794","-0.00%"
"Jan 06, 2000","8.2797","8.2797","8.2797","8.2797","-0.00%"
"Jan 05, 2000","8.2798","8.2798","8.2798","8.2798","-0.00%"
"Jan 04, 2000","8.2799","8.2799","8.2799","8.2799","0.00%"
"Jan 03, 2000","8.2798","8.2798","8.2798","8.2798","0.00%"
"Dec 31, 1999","8.2795","8.2795","8.2795","8.2795","0.00%"
"Dec 30, 1999","8.2795","8.2795","8.2795","8.2795","0.00%"
"Dec 29, 1999","8.2793","8.2793","8.2793","8.2793","-0.00%"
"Dec 28, 1999","8.2797","8.2797","8.2797","8.2797","0.00%"
"Dec 27, 1999","8.2796","8.2796","8.2796","8.2796","0.00%"
"Dec 24, 1999","8.2794","8.2794","8.2794","8.2794","-0.00%"
"Dec 23, 1999","8.2795","8.2795","8.2795","8.2795","-0.00%"
"Dec 22, 1999","8.2796","8.2796","8.2796","8.2796","0.00%"
"Dec 21, 1999","8.2796","8.2796","8.2796","8.2796","0.00%"
"Dec 20, 1999","8.2794","8.2794","8.2794","8.2794","0.00%"
"Dec 17, 1999","8.2794","8.2794","8.2794","8.2794","0.00%"
"Dec 16, 1999","8.2794","8.2794","8.2794","8.2794","0.00%"
"Dec 15, 1999","8.2794","8.2794","8.2794","8.2794","0.00%"
"Dec 14, 1999","8.2794","8.2794","8.2794","8.2794","-0.00%"
"Dec 13, 1999","8.2795","8.2795","8.2795","8.2795","0.00%"
"Dec 10, 1999","8.2795","8.2795","8.2795","8.2795","0.00%"
"Dec 09, 1999","8.2795","8.2795","8.2795","8.2795","0.00%"
"Dec 08, 1999","8.2795","8.2795","8.2795","8.2795","0.01%"
"Dec 07, 1999","8.2790","8.2790","8.2790","8.2790","0.00%"
"Dec 06, 1999","8.2790","8.2790","8.2790","8.2790","0.00%"
"Dec 03, 1999","8.2787","8.2787","8.2787","8.2787","-0.00%"
"Dec 02, 1999","8.2788","8.2788","8.2788","8.2788","-0.00%"
"Dec 01, 1999","8.2789","8.2789","8.2789","8.2789","0.00%"
"Nov 30, 1999","8.2789","8.2789","8.2789","8.2789","0.00%"
"Nov 29, 1999","8.2785","8.2785","8.2785","8.2785","0.00%"
"Nov 26, 1999","8.2785","8.2785","8.2785","8.2785","0.00%"
"Nov 25, 1999","8.2785","8.2785","8.2785","8.2785","0.00%"
"Nov 24, 1999","8.2785","8.2785","8.2785","8.2785","0.00%"
"Nov 23, 1999","8.2784","8.2784","8.2784","8.2784","-0.00%"
"Nov 22, 1999","8.2785","8.2785","8.2785","8.2785","0.00%"
"Nov 19, 1999","8.2785","8.2785","8.2785","8.2785","0.00%"
"Nov 18, 1999","8.2784","8.2784","8.2784","8.2784","0.00%"
"Nov 17, 1999","8.2781","8.2781","8.2781","8.2781","0.00%"
"Nov 16, 1999","8.2781","8.2781","8.2781","8.2781","0.00%"
"Nov 15, 1999","8.2781","8.2781","8.2781","8.2781","0.00%"
"Nov 12, 1999","8.2780","8.2780","8.2780","8.2780","-0.00%"
"Nov 11, 1999","8.2782","8.2782","8.2782","8.2782","0.00%"
"Nov 10, 1999","8.2781","8.2781","8.2781","8.2781","0.00%"
"Nov 09, 1999","8.2780","8.2780","8.2780","8.2780","0.00%"
"Nov 08, 1999","8.2779","8.2779","8.2779","8.2779","0.00%"
"Nov 05, 1999","8.2779","8.2779","8.2779","8.2779","-0.00%"
"Nov 04, 1999","8.2780","8.2780","8.2780","8.2780","-0.00%"
"Nov 03, 1999","8.2781","8.2781","8.2781","8.2781","0.00%"
"Nov 02, 1999","8.2781","8.2781","8.2781","8.2781","0.00%"
"Nov 01, 1999","8.2779","8.2779","8.2779","8.2779","0.00%"
"Oct 29, 1999","8.2778","8.2778","8.2778","8.2778","0.00%"
"Oct 28, 1999","8.2776","8.2776","8.2776","8.2776","0.00%"
"Oct 27, 1999","8.2775","8.2775","8.2775","8.2775","0.00%"
"Oct 26, 1999","8.2773","8.2773","8.2773","8.2773","0.00%"
"Oct 25, 1999","8.2770","8.2770","8.2770","8.2770","-0.00%"
"Oct 22, 1999","8.2773","8.2773","8.2773","8.2773","0.00%"
"Oct 21, 1999","8.2772","8.2772","8.2772","8.2772","-0.00%"
"Oct 20, 1999","8.2774","8.2774","8.2774","8.2774","0.00%"
"Oct 19, 1999","8.2773","8.2773","8.2773","8.2773","-0.00%"
"Oct 18, 1999","8.2774","8.2774","8.2774","8.2774","-0.00%"
"Oct 15, 1999","8.2775","8.2775","8.2775","8.2775","0.00%"
"Oct 14, 1999","8.2774","8.2774","8.2774","8.2774","-0.00%"
"Oct 13, 1999","8.2777","8.2777","8.2777","8.2777","0.01%"
"Oct 12, 1999","8.2772","8.2772","8.2772","8.2772","0.00%"
"Oct 11, 1999","8.2772","8.2772","8.2772","8.2772","-0.01%"
"Oct 08, 1999","8.2780","8.2780","8.2780","8.2780","0.00%"
"Oct 07, 1999","8.2778","8.2778","8.2778","8.2778","0.00%"
"Oct 06, 1999","8.2778","8.2778","8.2778","8.2778","0.00%"
"Oct 05, 1999","8.2778","8.2778","8.2778","8.2778","0.00%"
"Oct 04, 1999","8.2778","8.2778","8.2778","8.2778","0.00%"
"Oct 01, 1999","8.2778","8.2778","8.2778","8.2778","0.00%"
"Sep 30, 1999","8.2778","8.2778","8.2778","8.2778","0.00%"
"Sep 29, 1999","8.2775","8.2775","8.2775","8.2775","0.00%"
"Sep 28, 1999","8.2775","8.2775","8.2775","8.2775","0.00%"
"Sep 27, 1999","8.2775","8.2775","8.2775","8.2775","0.00%"
"Sep 24, 1999","8.2775","8.2775","8.2775","8.2775","-0.00%"
"Sep 23, 1999","8.2776","8.2776","8.2776","8.2776","-0.00%"
"Sep 22, 1999","8.2777","8.2777","8.2777","8.2777","0.00%"
"Sep 21, 1999","8.2775","8.2775","8.2775","8.2775","0.00%"
"Sep 20, 1999","8.2775","8.2775","8.2775","8.2775","0.00%"
"Sep 17, 1999","8.2773","8.2773","8.2773","8.2773","0.00%"
"Sep 16, 1999","8.2771","8.2771","8.2771","8.2771","-0.00%"
"Sep 15, 1999","8.2773","8.2773","8.2773","8.2773","-0.00%"
"Sep 14, 1999","8.2775","8.2775","8.2775","8.2775","0.00%"
"Sep 13, 1999","8.2772","8.2772","8.2772","8.2772","-0.00%"
"Sep 10, 1999","8.2774","8.2774","8.2774","8.2774","0.00%"
"Sep 09, 1999","8.2774","8.2774","8.2774","8.2774","-0.00%"
"Sep 08, 1999","8.2776","8.2776","8.2776","8.2776","0.00%"
"Sep 07, 1999","8.2776","8.2776","8.2776","8.2776","0.00%"
"Sep 06, 1999","8.2776","8.2776","8.2776","8.2776","0.00%"
"Sep 03, 1999","8.2775","8.2775","8.2775","8.2775","0.00%"
"Sep 02, 1999","8.2773","8.2773","8.2773","8.2773","0.00%"
"Sep 01, 1999","8.2771","8.2771","8.2771","8.2771","0.00%"
"Aug 31, 1999","8.2770","8.2770","8.2770","8.2770","-0.00%"
"Aug 30, 1999","8.2771","8.2771","8.2771","8.2771","-0.00%"
"Aug 27, 1999","8.2773","8.2773","8.2773","8.2773","0.00%"
"Aug 26, 1999","8.2773","8.2773","8.2773","8.2773","0.00%"
"Aug 25, 1999","8.2773","8.2773","8.2773","8.2773","-0.00%"
"Aug 24, 1999","8.2775","8.2775","8.2775","8.2775","0.00%"
"Aug 23, 1999","8.2772","8.2772","8.2772","8.2772","-0.00%"
"Aug 20, 1999","8.2774","8.2774","8.2774","8.2774","0.00%"
"Aug 19, 1999","8.2774","8.2774","8.2774","8.2774","0.00%"
"Aug 18, 1999","8.2772","8.2772","8.2772","8.2772","0.00%"
"Aug 17, 1999","8.2770","8.2770","8.2770","8.2770","-0.00%"
"Aug 16, 1999","8.2774","8.2774","8.2774","8.2774","0.00%"
"Aug 13, 1999","8.2770","8.2770","8.2770","8.2770","-0.00%"
"Aug 12, 1999","8.2771","8.2771","8.2771","8.2771","-0.00%"
"Aug 11, 1999","8.2772","8.2772","8.2772","8.2772","0.00%"
"Aug 10, 1999","8.2772","8.2772","8.2772","8.2772","-0.00%"
"Aug 09, 1999","8.2774","8.2774","8.2774","8.2774","0.00%"
"Aug 06, 1999","8.2773","8.2773","8.2773","8.2773","-0.00%"
"Aug 05, 1999","8.2774","8.2774","8.2774","8.2774","0.00%"
"Aug 04, 1999","8.2774","8.2774","8.2774","8.2774","0.00%"
"Aug 03, 1999","8.2773","8.2773","8.2773","8.2773","0.00%"
"Aug 02, 1999","8.2770","8.2770","8.2770","8.2770","-0.00%"
"Jul 30, 1999","8.2774","8.2774","8.2774","8.2774","0.00%"
"Jul 29, 1999","8.2773","8.2773","8.2773","8.2773","0.00%"
"Jul 28, 1999","8.2770","8.2770","8.2770","8.2770","0.00%"
"Jul 27, 1999","8.2770","8.2770","8.2770","8.2770","0.00%"
"Jul 26, 1999","8.2770","8.2770","8.2770","8.2770","-0.00%"
"Jul 23, 1999","8.2772","8.2772","8.2772","8.2772","-0.00%"
"Jul 22, 1999","8.2773","8.2773","8.2773","8.2773","0.00%"
"Jul 21, 1999","8.2773","8.2773","8.2773","8.2773","-0.00%"
"Jul 20, 1999","8.2777","8.2777","8.2777","8.2777","0.00%"
"Jul 19, 1999","8.2773","8.2773","8.2773","8.2773","0.00%"
"Jul 16, 1999","8.2773","8.2773","8.2773","8.2773","-0.00%"
"Jul 15, 1999","8.2775","8.2775","8.2775","8.2775","-0.00%"
"Jul 14, 1999","8.2778","8.2778","8.2778","8.2778","0.00%"
"Jul 13, 1999","8.2775","8.2775","8.2775","8.2775","-0.00%"
"Jul 12, 1999","8.2776","8.2776","8.2776","8.2776","-0.00%"
"Jul 09, 1999","8.2777","8.2777","8.2777","8.2777","-0.00%"
"Jul 08, 1999","8.2781","8.2781","8.2781","8.2781","-0.00%"
"Jul 07, 1999","8.2783","8.2783","8.2783","8.2783","0.00%"
"Jul 06, 1999","8.2782","8.2782","8.2782","8.2782","-0.01%"
"Jul 05, 1999","8.2787","8.2787","8.2787","8.2787","0.00%"
"Jul 02, 1999","8.2785","8.2785","8.2785","8.2785","-0.00%"
"Jul 01, 1999","8.2786","8.2786","8.2786","8.2786","-0.00%"
"Jun 30, 1999","8.2787","8.2787","8.2787","8.2787","0.00%"
"Jun 29, 1999","8.2786","8.2786","8.2786","8.2786","0.01%"
"Jun 28, 1999","8.2780","8.2780","8.2780","8.2780","0.01%"
"Jun 25, 1999","8.2775","8.2775","8.2775","8.2775","-0.00%"
"Jun 24, 1999","8.2779","8.2779","8.2779","8.2779","-0.01%"
"Jun 23, 1999","8.2784","8.2784","8.2784","8.2784","0.00%"
"Jun 22, 1999","8.2781","8.2781","8.2781","8.2781","0.00%"
"Jun 21, 1999","8.2778","8.2778","8.2778","8.2778","0.00%"
"Jun 18, 1999","8.2774","8.2774","8.2774","8.2774","-0.00%"
"Jun 17, 1999","8.2775","8.2775","8.2775","8.2775","-0.00%"
"Jun 16, 1999","8.2776","8.2776","8.2776","8.2776","-0.01%"
"Jun 15, 1999","8.2781","8.2781","8.2781","8.2781","0.01%"
"Jun 14, 1999","8.2776","8.2776","8.2776","8.2776","-0.00%"
"Jun 11, 1999","8.2777","8.2777","8.2777","8.2777","0.00%"
"Jun 10, 1999","8.2777","8.2777","8.2777","8.2777","-0.00%"
"Jun 09, 1999","8.2778","8.2778","8.2778","8.2778","-0.00%"
"Jun 08, 1999","8.2779","8.2779","8.2779","8.2779","-0.00%"
"Jun 07, 1999","8.2781","8.2781","8.2781","8.2781","0.00%"
"Jun 04, 1999","8.2781","8.2781","8.2781","8.2781","-0.00%"
"Jun 03, 1999","8.2784","8.2784","8.2784","8.2784","-0.00%"
"Jun 02, 1999","8.2787","8.2787","8.2787","8.2787","0.01%"
"Jun 01, 1999","8.2781","8.2781","8.2781","8.2781","-0.00%"
"May 31, 1999","8.2784","8.2784","8.2784","8.2784","-0.00%"
"May 28, 1999","8.2786","8.2786","8.2786","8.2786","-0.00%"
"May 27, 1999","8.2788","8.2788","8.2788","8.2788","-0.00%"
"May 26, 1999","8.2790","8.2790","8.2790","8.2790","0.00%"
"May 25, 1999","8.2789","8.2789","8.2789","8.2789","0.00%"
"May 24, 1999","8.2785","8.2785","8.2785","8.2785","0.01%"
"May 21, 1999","8.2780","8.2780","8.2780","8.2780","0.00%"
"May 20, 1999","8.2780","8.2780","8.2780","8.2780","-0.00%"
"May 19, 1999","8.2783","8.2783","8.2783","8.2783","-0.01%"
"May 18, 1999","8.2790","8.2790","8.2790","8.2790","0.01%"
"May 17, 1999","8.2785","8.2785","8.2785","8.2785","0.00%"
"May 14, 1999","8.2784","8.2784","8.2784","8.2784","0.01%"
"May 13, 1999","8.2778","8.2778","8.2778","8.2778","-0.01%"
"May 12, 1999","8.2783","8.2783","8.2783","8.2783","0.00%"
"May 11, 1999","8.2782","8.2782","8.2782","8.2782","-0.01%"
"May 10, 1999","8.2787","8.2787","8.2787","8.2787","0.00%"
"May 07, 1999","8.2783","8.2783","8.2783","8.2783","-0.00%"
"May 06, 1999","8.2786","8.2786","8.2786","8.2786","-0.00%"
"May 05, 1999","8.2789","8.2789","8.2789","8.2789","0.00%"
"May 04, 1999","8.2789","8.2789","8.2789","8.2789","-0.00%"
"May 03, 1999","8.2790","8.2790","8.2790","8.2790","0.00%"
"Apr 30, 1999","8.2790","8.2790","8.2790","8.2790","-0.00%"
"Apr 29, 1999","8.2794","8.2794","8.2794","8.2794","0.00%"
"Apr 28, 1999","8.2791","8.2791","8.2791","8.2791","-0.00%"
"Apr 27, 1999","8.2794","8.2794","8.2794","8.2794","0.00%"
"Apr 26, 1999","8.2793","8.2793","8.2793","8.2793","0.01%"
"Apr 23, 1999","8.2784","8.2784","8.2784","8.2784","0.00%"
"Apr 22, 1999","8.2783","8.2783","8.2783","8.2783","0.00%"
"Apr 21, 1999","8.2783","8.2783","8.2783","8.2783","0.00%"
"Apr 20, 1999","8.2783","8.2783","8.2783","8.2783","-0.00%"
"Apr 19, 1999","8.2787","8.2787","8.2787","8.2787","0.00%"
"Apr 16, 1999","8.2787","8.2787","8.2787","8.2787","-0.00%"
"Apr 15, 1999","8.2789","8.2789","8.2789","8.2789","-0.01%"
"Apr 14, 1999","8.2794","8.2794","8.2794","8.2794","-0.00%"
"Apr 13, 1999","8.2797","8.2797","8.2797","8.2797","0.00%"
"Apr 12, 1999","8.2797","8.2797","8.2797","8.2797","0.00%"
"Apr 09, 1999","8.2797","8.2797","8.2797","8.2797","-0.00%"
"Apr 08, 1999","8.2799","8.2799","8.2799","8.2799","0.00%"
"Apr 07, 1999","8.2797","8.2797","8.2797","8.2797","0.00%"
"Apr 06, 1999","8.2797","8.2797","8.2797","8.2797","0.00%"
"Apr 05, 1999","8.2795","8.2795","8.2795","8.2795","0.00%"
"Apr 02, 1999","8.2794","8.2794","8.2794","8.2794","-0.00%"
"Apr 01, 1999","8.2796","8.2796","8.2796","8.2796","-0.00%"
